Time,Channel A
(s),(V)

-0.59670001,0.00579852
-0.59668001,0.00579852
-0.59666001,0.00579852
-0.59664001,0.00579852
-0.59662001,0.01129185
-0.59660001,0.01129185
-0.59658001,0.01129185
-0.59656001,0.01129185
-0.59654001,0.01129185
-0.59652001,0.01129185
-0.59650001,0.01129185
-0.59648001,0.01129185
-0.59646001,0.01129185
-0.59644001,0.01129185
-0.59642001,0.01129185
-0.59640001,0.01129185
-0.59638001,0.01129185
-0.59636001,0.01129185
-0.59634001,0.01129185
-0.59632001,0.01129185
-0.59630001,0.00579852
-0.59628001,0.00579852
-0.59626001,0.00579852
-0.59624001,0.00579852
-0.59622001,0.00579852
-0.59620001,0.00579852
-0.59618001,0.00579852
-0.59616001,0.00579852
-0.59614001,0.00579852
-0.59612001,0.00579852
-0.59610001,0.00579852
-0.59608001,0.01129185
-0.59606001,0.00579852
-0.59604001,0.00579852
-0.59602001,0.00579852
-0.59600001,0.00579852
-0.59598001,0.00579852
-0.59596001,0.00579852
-0.59594001,0.00579852
-0.59592001,0.00579852
-0.59590001,0.00579852
-0.59588001,0.00579852
-0.59586001,0.00579852
-0.59584001,0.00579852
-0.59582001,0.00579852
-0.59580001,0.00579852
-0.59578001,0.00579852
-0.59576001,0.00030519
-0.59574001,0.00030519
-0.59572001,0.00030519
-0.59570001,0.00030519
-0.59568001,0.00030519
-0.59566001,0.00030519
-0.59564001,0.00030519
-0.59562001,0.00030519
-0.59560001,0.00030519
-0.59558001,0.00579852
-0.59556001,0.01129185
-0.59554001,0.01678518
-0.59552001,0.01678518
-0.59550001,0.01678518
-0.59548001,0.01678518
-0.59546001,0.01678518
-0.59544001,0.01678518
-0.59542001,0.02227851
-0.59540001,0.02777184
-0.59538001,0.02777184
-0.59536001,0.03326517
-0.59534001,0.03326517
-0.59532001,0.03326517
-0.59530001,0.03326517
-0.59528001,0.03326517
-0.59526001,0.02777184
-0.59524001,0.02227851
-0.59522001,0.01678518
-0.59520001,0.01678518
-0.59518001,0.01678518
-0.59516001,0.01678518
-0.59514001,0.01678518
-0.59512001,0.01678518
-0.59510001,0.01129185
-0.59508001,0.00579852
-0.59506001,0.00579852
-0.59504001,0.00030519
-0.59502001,0.00030519
-0.59500001,0.00030519
-0.59498001,0.00030519
-0.59496001,0.00579852
-0.59494001,0.01129185
-0.59492001,0.01129185
-0.59490001,0.01129185
-0.59488001,0.01129185
-0.59486001,0.01129185
-0.59484001,0.01678518
-0.59482001,0.01678518
-0.59480001,0.01678518
-0.59478001,0.01678518
-0.59476001,0.01678518
-0.59474001,0.01678518
-0.59472001,0.01678518
-0.59470001,0.01678518
-0.59468001,0.01678518
-0.59466001,0.01678518
-0.59464001,0.01129185
-0.59462001,0.00579852
-0.59460001,0.01129185
-0.59458001,0.01129185
-0.59456001,0.01129185
-0.59454001,0.01129185
-0.59452001,0.00579852
-0.59450001,0.00579852
-0.59448001,0.01129185
-0.59446001,0.01129185
-0.59444001,0.01129185
-0.59442001,0.01129185
-0.59440001,0.01129185
-0.59438001,0.01129185
-0.59436001,0.01129185
-0.59434001,0.01129185
-0.59432001,0.01129185
-0.59430001,0.01129185
-0.59428001,0.00579852
-0.59426001,0.00579852
-0.59424001,0.00579852
-0.59422001,0.00579852
-0.59420001,0.00579852
-0.59418001,0.00579852
-0.59416001,0.00030519
-0.59414001,0.00030519
-0.59412001,0.00030519
-0.59410001,0.00579852
-0.59408001,0.00579852
-0.59406001,0.00579852
-0.59404001,0.00579852
-0.59402001,0.00579852
-0.59400001,0.00579852
-0.59398001,0.00579852
-0.59396001,0.00579852
-0.59394001,0.00579852
-0.59392001,0.00579852
-0.59390001,0.00579852
-0.59388001,0.00579852
-0.59386001,0.00579852
-0.59384001,0.00579852
-0.59382001,0.00579852
-0.59380001,0.00579852
-0.59378001,0.00579852
-0.59376001,0.00579852
-0.59374001,0.00579852
-0.59372001,0.00579852
-0.59370001,0.00579852
-0.59368001,0.00579852
-0.59366001,0.00579852
-0.59364001,0.00579852
-0.59362001,0.00579852
-0.59360001,0.00579852
-0.59358001,0.00579852
-0.59356001,0.00579852
-0.59354001,0.00579852
-0.59352001,0.00579852
-0.59350001,0.00579852
-0.59348001,0.00579852
-0.59346001,0.00030519
-0.59344001,0.00030519
-0.59342001,0.00030519
-0.59340001,0.00030519
-0.59338001,0.00030519
-0.59336001,0.00030519
-0.59334001,0.00030519
-0.59332001,0.00030519
-0.59330001,0.00030519
-0.59328001,0.00030519
-0.59326001,0.00030519
-0.59324001,0.00030519
-0.59322001,0.00030519
-0.59320001,0.00030519
-0.59318001,0.00030519
-0.59316001,0.00579852
-0.59314001,0.00579852
-0.59312001,0.00579852
-0.59310001,0.00579852
-0.59308001,0.00579852
-0.59306001,0.00579852
-0.59304001,0.00579852
-0.59302001,0.00579852
-0.59300001,0.00579852
-0.59298001,0.01129185
-0.59296001,0.01129185
-0.59294001,0.01129185
-0.59292001,0.01129185
-0.59290001,0.01129185
-0.59288001,0.01129185
-0.59286001,0.01129185
-0.59284001,0.00579852
-0.59282001,0.00579852
-0.59280001,0.00579852
-0.59278001,0.00579852
-0.59276001,0.00579852
-0.59274001,0.00579852
-0.59272001,0.00579852
-0.59270001,0.00579852
-0.59268001,0.00579852
-0.59266001,0.00030519
-0.59264001,0.00030519
-0.59262001,0.00030519
-0.59260001,0.00030519
-0.59258001,0.00030519
-0.59256001,0.00030519
-0.59254001,0.00579852
-0.59252001,0.00579852
-0.59250001,0.00579852
-0.59248001,0.00579852
-0.59246001,0.00579852
-0.59244001,0.00579852
-0.59242001,0.00579852
-0.59240001,0.00579852
-0.59238001,0.00579852
-0.59236001,0.00579852
-0.59234001,0.00579852
-0.59232001,0.00579852
-0.59230001,0.00579852
-0.59228001,0.00579852
-0.59226001,0.00579852
-0.59224001,0.00579852
-0.59222001,0.00030519
-0.59220001,0.00579852
-0.59218001,0.00579852
-0.59216001,0.00579852
-0.59214001,0.00579852
-0.59212001,0.00579852
-0.59210001,0.00579852
-0.59208001,0.00579852
-0.59206001,0.00579852
-0.59204001,0.00579852
-0.59202001,0.00579852
-0.59200001,0.00579852
-0.59198001,0.00579852
-0.59196001,0.00579852
-0.59194001,0.00579852
-0.59192001,0.00579852
-0.59190001,0.00579852
-0.59188001,0.00030519
-0.59186001,0.00030519
-0.59184001,0.00030519
-0.59182001,0.00030519
-0.59180001,0.00030519
-0.59178001,0.00579852
-0.59176001,0.00579852
-0.59174001,0.00579852
-0.59172001,0.00579852
-0.59170001,0.00579852
-0.59168001,0.00579852
-0.59166001,0.00579852
-0.59164001,0.00579852
-0.59162001,0.00579852
-0.59160001,0.00579852
-0.59158001,0.00579852
-0.59156001,0.00579852
-0.59154001,0.00579852
-0.59152001,0.00579852
-0.59150001,0.00579852
-0.59148001,0.00579852
-0.59146001,0.00030519
-0.59144001,0.00030519
-0.59142001,0.00030519
-0.59140001,0.00030519
-0.59138001,0.00030519
-0.59136001,0.00030519
-0.59134001,0.00030519
-0.59132001,0.00030519
-0.59130001,0.00030519
-0.59128001,0.00030519
-0.59126001,0.00030519
-0.59124001,0.00030519
-0.59122001,0.00030519
-0.59120001,0.00030519
-0.59118001,0.00030519
-0.59116001,0.00030519
-0.59114001,0.00030519
-0.59112001,0.00030519
-0.59110001,0.00030519
-0.59108001,0.00030519
-0.59106001,0.00579852
-0.59104001,0.00579852
-0.59102001,0.00579852
-0.59100001,0.00579852
-0.59098001,0.00579852
-0.59096001,0.00579852
-0.59094001,0.00579852
-0.59092001,0.00579852
-0.59090001,0.00579852
-0.59088001,0.00579852
-0.59086001,0.00579852
-0.59084001,0.00579852
-0.59082001,0.01129185
-0.59080001,0.01129185
-0.59078001,0.01129185
-0.59076001,0.01129185
-0.59074001,0.00579852
-0.59072001,0.00579852
-0.59070001,0.00579852
-0.59068001,0.00579852
-0.59066001,0.00579852
-0.59064001,0.00579852
-0.59062001,0.00579852
-0.59060001,0.00579852
-0.59058001,0.00579852
-0.59056001,0.00579852
-0.59054001,0.00579852
-0.59052001,0.00579852
-0.59050001,0.00030519
-0.59048001,0.00030519
-0.59046001,0.00030519
-0.59044001,0.00030519
-0.59042001,0.00030519
-0.59040001,0.00030519
-0.59038001,0.00030519
-0.59036001,0.00030519
-0.59034001,0.00030519
-0.59032001,0.00030519
-0.59030001,0.00030519
-0.59028001,0.00030519
-0.59026001,0.00030519
-0.59024001,0.00030519
-0.59022001,0.00579852
-0.59020001,0.00579852
-0.59018001,0.00579852
-0.59016001,0.00579852
-0.59014001,0.00579852
-0.59012001,0.00579852
-0.59010001,0.01129185
-0.59008001,0.01129185
-0.59006001,0.01129185
-0.59004001,0.01129185
-0.59002001,0.01129185
-0.59000001,0.01129185
-0.58998001,0.01129185
-0.58996001,0.01129185
-0.58994001,0.01129185
-0.58992001,0.01129185
-0.58990001,0.00579852
-0.58988001,0.00579852
-0.58986001,0.00579852
-0.58984001,0.00579852
-0.58982001,0.00579852
-0.58980001,0.00579852
-0.58978001,0.00030519
-0.58976001,0.00030519
-0.58974001,0.00030519
-0.58972001,0.00030519
-0.58970001,0.00030519
-0.58968001,0.00030519
-0.58966001,0.00030519
-0.58964001,0.00030519
-0.58962001,0.00030519
-0.58960001,0.00030519
-0.58958001,0.00030519
-0.58956001,0.00030519
-0.58954001,0.00030519
-0.58952001,0.00030519
-0.58950001,0.00030519
-0.58948001,0.00030519
-0.58946001,0.00030519
-0.58944001,0.00030519
-0.58942001,0.00030519
-0.58940001,0.00030519
-0.58938001,0.00030519
-0.58936001,0.00030519
-0.58934001,0.00030519
-0.58932001,0.00030519
-0.58930001,0.00030519
-0.58928001,0.00030519
-0.58926001,0.00030519
-0.58924001,0.00030519
-0.58922001,0.00030519
-0.58920001,0.00030519
-0.58918001,0.00030519
-0.58916001,0.00030519
-0.58914001,0.00030519
-0.58912001,0.00030519
-0.58910001,0.00030519
-0.58908001,0.00030519
-0.58906001,0.00030519
-0.58904001,0.00030519
-0.58902001,0.00030519
-0.58900001,0.00030519
-0.58898001,0.00030519
-0.58896001,0.00030519
-0.58894001,0.00030519
-0.58892001,0.00030519
-0.58890001,0.00579852
-0.58888001,0.00579852
-0.58886001,0.00579852
-0.58884001,0.00579852
-0.58882001,0.00579852
-0.58880001,0.00579852
-0.58878001,0.00579852
-0.58876001,0.00579852
-0.58874001,0.00579852
-0.58872001,0.00579852
-0.58870001,0.00579852
-0.58868001,0.00579852
-0.58866001,0.00579852
-0.58864001,0.00579852
-0.58862001,0.00579852
-0.58860001,0.00579852
-0.58858001,0.00030519
-0.58856001,0.00030519
-0.58854001,0.00030519
-0.58852001,0.00030519
-0.58850001,0.00030519
-0.58848001,0.00030519
-0.58846001,0.00030519
-0.58844001,0.00030519
-0.58842001,0.00030519
-0.58840001,0.00030519
-0.58838001,0.00030519
-0.58836001,0.00030519
-0.58834001,0.00030519
-0.58832001,0.00030519
-0.58830001,0.00030519
-0.58828001,0.00030519
-0.58826001,0.00030519
-0.58824001,0.00030519
-0.58822001,0.00030519
-0.58820001,0.00030519
-0.58818001,0.00030519
-0.58816001,0.00030519
-0.58814001,0.00030519
-0.58812001,0.00030519
-0.58810001,0.00030519
-0.58808001,0.00030519
-0.58806001,0.00030519
-0.58804001,0.00030519
-0.58802001,0.00030519
-0.58800001,0.00030519
-0.58798001,0.00030519
-0.58796001,0.00030519
-0.58794001,0.00030519
-0.58792001,0.00030519
-0.58790001,0.00030519
-0.58788001,0.00030519
-0.58786001,0.00030519
-0.58784001,0.00030519
-0.58782001,0.00030519
-0.58780001,0.00030519
-0.58778001,0.00030519
-0.58776001,0.00030519
-0.58774001,0.00030519
-0.58772001,0.00030519
-0.58770001,0.00030519
-0.58768001,0.00030519
-0.58766001,0.00030519
-0.58764001,0.00579852
-0.58762001,0.00579852
-0.58760001,0.00579852
-0.58758001,0.00579852
-0.58756001,0.00579852
-0.58754001,0.00579852
-0.58752001,0.00579852
-0.58750001,0.00579852
-0.58748001,0.00579852
-0.58746001,0.00579852
-0.58744001,0.00579852
-0.58742001,0.00579852
-0.58740001,0.00579852
-0.58738001,0.00579852
-0.58736001,0.00579852
-0.58734001,0.00579852
-0.58732001,0.00030519
-0.58730001,0.00030519
-0.58728001,0.00030519
-0.58726001,0.00030519
-0.58724001,0.00030519
-0.58722001,0.00030519
-0.58720001,0.00030519
-0.58718001,0.00030519
-0.58716001,0.00030519
-0.58714001,0.00030519
-0.58712001,0.00579852
-0.58710001,0.00579852
-0.58708001,0.00579852
-0.58706001,0.00579852
-0.58704001,0.00579852
-0.58702001,0.00579852
-0.58700001,0.00579852
-0.58698001,0.00579852
-0.58696001,0.00579852
-0.58694001,0.00579852
-0.58692001,0.00579852
-0.58690001,0.00579852
-0.58688001,0.00579852
-0.58686001,0.00579852
-0.58684001,0.00579852
-0.58682001,0.00579852
-0.58680001,0.00030519
-0.58678001,0.00030519
-0.58676001,0.00030519
-0.58674001,0.00030519
-0.58672001,0.00030519
-0.58670001,0.00030519
-0.58668001,0.00030519
-0.58666001,0.00030519
-0.58664001,0.00030519
-0.58662001,0.00030519
-0.58660001,0.00030519
-0.58658001,0.00030519
-0.58656001,0.00030519
-0.58654001,0.00030519
-0.58652001,0.00030519
-0.58650001,0.00030519
-0.58648001,0.00030519
-0.58646001,0.00030519
-0.58644001,0.00030519
-0.58642001,0.00030519
-0.58640001,0.00030519
-0.58638001,0.00030519
-0.58636001,0.00030519
-0.58634001,0.00030519
-0.58632001,0.00579852
-0.58630001,0.00579852
-0.58628001,0.00579852
-0.58626001,0.00579852
-0.58624001,0.00579852
-0.58622001,0.00579852
-0.58620001,0.00579852
-0.58618001,0.00579852
-0.58616001,0.00579852
-0.58614001,0.00579852
-0.58612001,0.00579852
-0.58610001,0.00579852
-0.58608001,0.00579852
-0.58606001,0.00579852
-0.58604001,0.01129185
-0.58602001,0.01129185
-0.58600001,0.00579852
-0.58598001,0.00579852
-0.58596001,0.00579852
-0.58594001,0.00579852
-0.58592001,0.00579852
-0.58590001,0.00579852
-0.58588001,0.00579852
-0.58586001,0.00579852
-0.58584001,0.00579852
-0.58582001,0.00579852
-0.58580001,0.00579852
-0.58578001,0.00579852
-0.58576001,0.00579852
-0.58574001,0.00579852
-0.58572001,0.00030519
-0.58570001,0.00030519
-0.58568001,0.00030519
-0.58566001,0.00030519
-0.58564001,0.00030519
-0.58562001,0.00030519
-0.58560001,0.00030519
-0.58558001,0.00030519
-0.58556001,0.00030519
-0.58554001,0.00030519
-0.58552001,0.00030519
-0.58550001,0.00030519
-0.58548001,0.00030519
-0.58546001,0.00030519
-0.58544001,0.00030519
-0.58542001,0.00030519
-0.58540001,0.00030519
-0.58538001,0.00030519
-0.58536001,0.00030519
-0.58534001,0.00030519
-0.58532001,0.00030519
-0.58530001,0.00030519
-0.58528001,0.00030519
-0.58526001,0.00030519
-0.58524001,0.00030519
-0.58522001,0.00030519
-0.58520001,0.00030519
-0.58518001,0.00030519
-0.58516001,0.00030519
-0.58514001,0.00030519
-0.58512001,0.00030519
-0.58510001,0.00030519
-0.58508001,0.00030519
-0.58506001,0.00030519
-0.58504001,0.00030519
-0.58502001,0.00030519
-0.58500001,0.00030519
-0.58498001,0.00030519
-0.58496001,0.00030519
-0.58494001,0.00030519
-0.58492001,0.00030519
-0.58490001,0.00030519
-0.58488001,0.00030519
-0.58486001,0.00030519
-0.58484001,0.00030519
-0.58482001,0.00030519
-0.58480001,0.00030519
-0.58478001,0.00030519
-0.58476001,0.00030519
-0.58474001,0.00030519
-0.58472001,0.00030519
-0.58470001,0.00030519
-0.58468001,0.00030519
-0.58466001,0.00030519
-0.58464001,0.00030519
-0.58462001,0.00030519
-0.58460001,0.00030519
-0.58458001,0.00030519
-0.58456001,0.00030519
-0.58454001,0.00030519
-0.58452001,0.00030519
-0.58450001,0.00030519
-0.58448001,0.00030519
-0.58446001,0.00030519
-0.58444001,0.00030519
-0.58442001,0.00030519
-0.58440001,0.00030519
-0.58438001,0.00030519
-0.58436001,0.00030519
-0.58434001,0.00030519
-0.58432001,0.00030519
-0.58430001,0.00030519
-0.58428001,0.00030519
-0.58426001,0.00030519
-0.58424001,0.00030519
-0.58422001,0.00030519
-0.58420001,0.00030519
-0.58418001,0.00030519
-0.58416001,0.00030519
-0.58414001,0.00030519
-0.58412001,0.00030519
-0.58410001,0.00030519
-0.58408001,0.00030519
-0.58406001,0.00030519
-0.58404001,0.00030519
-0.58402001,0.00030519
-0.58400001,0.00030519
-0.58398001,0.00030519
-0.58396001,0.00030519
-0.58394001,0.00030519
-0.58392001,0.00030519
-0.58390001,0.00030519
-0.58388001,0.00030519
-0.58386001,0.00030519
-0.58384001,0.00030519
-0.58382001,0.00030519
-0.58380001,0.00030519
-0.58378001,0.00030519
-0.58376001,0.00030519
-0.58374001,0.00030519
-0.58372001,0.00030519
-0.58370001,0.00030519
-0.58368001,0.00030519
-0.58366001,0.00030519
-0.58364001,0.00030519
-0.58362001,0.00030519
-0.58360001,0.00030519
-0.58358001,0.00030519
-0.58356001,0.00030519
-0.58354001,0.00030519
-0.58352001,0.00579852
-0.58350001,0.00579852
-0.58348001,0.00579852
-0.58346001,0.00579852
-0.58344001,0.00579852
-0.58342001,0.00579852
-0.58340001,0.00579852
-0.58338001,0.00579852
-0.58336001,0.00579852
-0.58334001,0.00579852
-0.58332001,0.00579852
-0.58330001,0.00579852
-0.58328001,0.00579852
-0.58326001,0.00579852
-0.58324001,0.00579852
-0.58322001,0.00579852
-0.58320001,0.00030519
-0.58318001,0.00030519
-0.58316001,0.00030519
-0.58314001,0.00030519
-0.58312001,0.00030519
-0.58310001,0.00030519
-0.58308001,0.00030519
-0.58306001,0.00030519
-0.58304001,0.00030519
-0.58302001,0.00030519
-0.58300001,0.00030519
-0.58298001,0.00030519
-0.58296001,0.00030519
-0.58294001,0.00030519
-0.58292001,0.00030519
-0.58290001,0.00030519
-0.58288001,0.00030519
-0.58286001,0.00030519
-0.58284001,0.00030519
-0.58282001,0.00030519
-0.58280001,0.00030519
-0.58278001,0.00030519
-0.58276001,0.00030519
-0.58274001,0.00030519
-0.58272001,0.00030519
-0.58270001,0.00030519
-0.58268001,0.00579852
-0.58266001,0.00579852
-0.58264001,0.01129185
-0.58262001,0.01129185
-0.58260001,0.01129185
-0.58258001,0.01129185
-0.58256001,0.01129185
-0.58254001,0.01129185
-0.58252001,0.01129185
-0.58250001,0.01678518
-0.58248001,0.01678518
-0.58246001,0.01678518
-0.58244001,0.01678518
-0.58242001,0.01678518
-0.58240001,0.01678518
-0.58238001,0.01678518
-0.58236001,0.01129185
-0.58234001,0.01129185
-0.58232001,0.00579852
-0.58230001,0.00579852
-0.58228001,0.00579852
-0.58226001,0.00579852
-0.58224001,0.00579852
-0.58222001,0.00579852
-0.58220001,0.00579852
-0.58218001,0.00030519
-0.58216001,0.00030519
-0.58214001,0.00030519
-0.58212001,0.00030519
-0.58210001,0.00030519
-0.58208001,0.00030519
-0.58206001,0.00030519
-0.58204001,0.00030519
-0.58202001,0.00030519
-0.58200001,0.00030519
-0.58198001,0.00030519
-0.58196001,0.00030519
-0.58194001,0.00030519
-0.58192001,0.00030519
-0.58190001,0.00030519
-0.58188001,0.00030519
-0.58186001,0.00030519
-0.58184001,0.00030519
-0.58182001,0.00030519
-0.58180001,0.00030519
-0.58178001,0.00030519
-0.58176001,0.00030519
-0.58174001,0.00030519
-0.58172001,0.00030519
-0.58170001,0.00030519
-0.58168001,0.00030519
-0.58166001,0.00030519
-0.58164001,0.00030519
-0.58162001,0.00030519
-0.58160001,0.00579852
-0.58158001,0.00579852
-0.58156001,0.01129185
-0.58154001,0.01129185
-0.58152001,0.01129185
-0.58150001,0.01129185
-0.58148001,0.01129185
-0.58146001,0.01129185
-0.58144001,0.01129185
-0.58142001,0.01129185
-0.58140001,0.01129185
-0.58138001,0.01129185
-0.58136001,0.01129185
-0.58134001,0.01129185
-0.58132001,0.01129185
-0.58130001,0.01129185
-0.58128001,0.00579852
-0.58126001,0.00579852
-0.58124001,0.00030519
-0.58122001,0.00030519
-0.58120001,0.00030519
-0.58118001,0.00030519
-0.58116001,0.00030519
-0.58114001,0.00030519
-0.58112001,0.00030519
-0.58110001,0.00030519
-0.58108001,0.00030519
-0.58106001,0.00030519
-0.58104001,0.00030519
-0.58102001,0.00030519
-0.58100001,0.00030519
-0.58098001,0.00030519
-0.58096001,0.00030519
-0.58094001,0.00030519
-0.58092001,0.00030519
-0.58090001,0.00030519
-0.58088001,0.00030519
-0.58086001,0.00030519
-0.58084001,0.00030519
-0.58082001,0.00030519
-0.58080001,0.00030519
-0.58078001,0.00030519
-0.58076001,0.00030519
-0.58074001,0.00030519
-0.58072001,0.00030519
-0.58070001,0.00030519
-0.58068001,0.00030519
-0.58066001,0.00030519
-0.58064001,0.00030519
-0.58062001,0.00579852
-0.58060001,0.00579852
-0.58058001,0.00579852
-0.58056001,0.00579852
-0.58054001,0.00579852
-0.58052001,0.00579852
-0.58050001,0.00579852
-0.58048001,0.00579852
-0.58046001,0.00579852
-0.58044001,0.00579852
-0.58042001,0.00579852
-0.58040001,0.00579852
-0.58038001,0.00579852
-0.58036001,0.00579852
-0.58034001,0.01129185
-0.58032001,0.01678518
-0.58030001,0.01129185
-0.58028001,0.01129185
-0.58026001,0.01129185
-0.58024001,0.01129185
-0.58022001,0.01129185
-0.58020001,0.01129185
-0.58018001,0.01129185
-0.58016001,0.01129185
-0.58014001,0.01129185
-0.58012001,0.01129185
-0.58010001,0.01129185
-0.58008001,0.01678518
-0.58006001,0.01678518
-0.58004001,0.01678518
-0.58002001,0.01129185
-0.58000001,0.00579852
-0.57998001,0.00579852
-0.57996001,0.00579852
-0.57994001,0.00579852
-0.57992001,0.00579852
-0.57990001,0.00579852
-0.57988001,0.00579852
-0.57986001,0.00579852
-0.57984001,0.01129185
-0.57982001,0.01129185
-0.57980001,0.01129185
-0.57978001,0.01129185
-0.57976001,0.00579852
-0.57974001,0.00579852
-0.57972001,0.00579852
-0.57970001,0.00579852
-0.57968001,0.00579852
-0.57966001,0.00579852
-0.57964001,0.00579852
-0.57962001,0.00579852
-0.57960001,0.00579852
-0.57958001,0.00579852
-0.57956001,0.00579852
-0.57954001,0.00579852
-0.57952001,0.00579852
-0.57950001,0.00579852
-0.57948001,0.00579852
-0.57946001,0.00579852
-0.57944001,0.00579852
-0.57942001,0.00579852
-0.57940001,0.00579852
-0.57938001,0.00579852
-0.57936001,0.00579852
-0.57934001,0.00579852
-0.57932001,0.00579852
-0.57930001,0.00579852
-0.57928001,0.00579852
-0.57926001,0.00579852
-0.57924001,0.00579852
-0.57922001,0.00579852
-0.57920001,0.00030519
-0.57918001,0.00030519
-0.57916001,0.00030519
-0.57914001,0.00030519
-0.57912001,0.00030519
-0.57910001,0.00030519
-0.57908001,0.00030519
-0.57906001,0.00030519
-0.57904001,0.00030519
-0.57902001,0.00579852
-0.57900001,0.00579852
-0.57898001,0.00579852
-0.57896001,0.00579852
-0.57894001,0.00579852
-0.57892001,0.00579852
-0.57890001,0.00579852
-0.57888001,0.00579852
-0.57886001,0.00579852
-0.57884001,0.01129185
-0.57882001,0.01129185
-0.57880001,0.01129185
-0.57878001,0.01129185
-0.57876001,0.01129185
-0.57874001,0.01129185
-0.57872001,0.01129185
-0.57870001,0.00579852
-0.57868001,0.00579852
-0.57866001,0.00579852
-0.57864001,0.00579852
-0.57862001,0.00579852
-0.57860001,0.00579852
-0.57858001,0.00579852
-0.57856001,0.00579852
-0.57854001,0.00579852
-0.57852001,0.00030519
-0.57850001,0.00030519
